1,public,adj.,公開的;公立的
1,purple,adj.,紫色的
1,quick,adj.,快的
1,quiet,adj.,安靜的
1,ready,adj.,準備好的
1,real,adj.,真實的
1,red,adj.,紅色的
1,rich,adj.,富有的
1,right,adj.,右邊;對的
1,round,adj.,圓形的
1,sad,adj.,難過的
1,safe,adj.,安全的
1,salt,adj.,"鹹水的;含鹽的;(故事,笑話等)猥褻的"
1,same,adj.,相同的
1,second,adj.,"第二的;次要的,副的,從屬的"
1,selfish,adj.,自私的
1,seven,adj.,七的
1,seventeen,adj.,十七的
1,seventy,adj.,七十的
1,several,adj.,幾個的
1,sharp,adj.,尖銳的;敏銳的
1,short,adj.,矮的;短的
1,shy,adj.,害羞的
1,sick,adj.,生病的
1,silly,adj.,傻的;無聊的
1,silver,adj.,銀的;銀白的
1,simple,adj.,簡單的
1,six,adj.,六的
1,sixteen,adj.,十六的
1,sixty,adj.,六十的
1,slow,adj.,緩慢的
1,small,adj.,小的
1,smart,adj.,聰明的
1,soft,adj.,柔軟的
1,some,adj.,一些的
1,sorry,adj.,抱歉;遺憾的
1,sound,adj.,"完好的;堅固的;合理的,明智的;殷實的"
1,sour,adj.,酸的
1,south,adj.,南方的
1,special,adj.,特別的
1,still,adj.,靜止的
1,strange,adj.,奇怪的
1,strong,adj.,強壯的
1,stupid,adj.,笨的
1,such,adj.,如此的
1,super,adj.,超級的
1,sure,adj.,確定
1,sweet,adj.,甜的
1,tall,adj.,高的
1,ten,adj.,十的
1,that,adj.,那;那個
1,then,adj.,當時的
1,these,adj.,這些 (this 的複數)
1,third,adj.,第三
1,thirteen,adj.,十三的
1,thirty,adj.,三十的
1,this,adj.,這
1,those,adj.,那些的;那
1,thousand,adj.,千的
1,three,adj.,三的
1,tiny,adj.,微小的
1,top,adj.,最高的
1,total,adj.,總的
1,true,adj.,真實的;正確的
1,twelve,adj.,十二的
1,twenty,adj.,二十的
1,two,adj.,二的
1,up,adj.,向上的;上行的
1,upstairs,adj.,樓上的
1,useful,adj.,有用的
1,warm,adj.,溫暖的
1,weak,adj.,虛弱的
1,welcome,adj.,受歡迎的;令人愉快的;被允許的
1,well,adj.,健康的
1,west,adj.,西方的
1,what,adj.,"什麼;多麼,何等"
1,which,adj.,"哪一個,哪一些;這個,這些"
1,white,adj.,白色的
1,whole,adj.,完整的
1,wide,adj.,"寬的,廣泛的"
1,worse,adj.,"更壞的,更差的"
1,worst,adj.,最壞的;最差的
1,wrong,adj.,錯誤的
1,yellow,adj.,黃色的
1,young,adj.,年輕的
1,yucky,adj.,討人厭的;噁心的
1,yummy,adj.,好吃的
1,act,v.,扮演
1,add,v.,添加
1,address,v.,寫上收件人姓名地址;向
1,age,v.,使變老;使(酒之)味道變醇;使成熟
1,agree,v.,同意
1,allow,v.,允許
1,am,v.,"是,在; be 動詞第一人稱,單數,現在式"
1,answer,v.,回答
1,ape,v.,模仿
1,appear,v.,出現
1,are,v.,"是,在; be 動詞第一、第三人稱, 複數, 現在式; 第二次人單、複數, 現在式"
1,ask,v.,問
1,back,v.,向後;追溯;回覆;贊助
1,ball,v.,使成球形; 呈球狀
1,balloon,v.,像氣球般鼓起(或膨脹);乘氣球上升;激增
1,bank,v.,存(款)於銀行;築堤防護;堆積
1,bar,v.,閂住;阻攔;禁止
1,base,v.,以
1,bat,v.,揮打;眨(眼)
1,bathe,v.,洗澡
1,be,v.,是;要;有;在
1,beach,v.,將(船等)拖上岸
1,beat,v.,擊敗;敲擊
1,become,v.,變成
1,begin,v.,開始
1,believe,v.,相信
1,belong,v.,屬於
1,best,v.,打敗;勝過
1,better,v.,改善;提高;超過;變得較好
1,bite,v.,咬
1,block,v.,阻塞
1,blow,v.,吹
1,book,v.,預訂;預雇;預約;登記
1,bottom,v.,"基於,根據;到達底部;降至最低點"
1,box,v.,把
1,break,v.,斷裂;中斷;打破（記錄）
1,breakfast,v.,吃早餐; 為
1,bridge,v.,架橋於;把
1,bring,v.,帶來
1,brown,v.,變成褐色(或棕色)
1,bug,v.,在
1,build,v.,建造;蓋
1,bus,v.,用公車運送
1,busy,v.,使忙於
1,butter,v.,塗奶油於;以花言巧語討好
1,buy,v.,買
1,cage,v.,把
1,call,v.,喊;打電話
1,camp,v.,露營
1,can,v.,"能,會;可能;可以;必須"
1,cap,v.,給
1,care,v.,關心;照顧
1,carry,v.,提;搬運
1,case,v.,把
1,catch,v.,接(球);捕獲
1,cause,v.,"導致,使發生,引起"
1,center,v.,集中;居中
1,chair,v.,主持(會議);任(會議的)主席
1,chance,v.,冒
1,chart,v.,繪製
1,chase,v.,追
1,check,v.,檢查
1,class,v.,把
1,clean,v.,打掃
1,clear,v.,使乾淨;收拾;交換票據
1,climb,v.,爬;攀登
1,close,v.,關上
1,cloud,v.,陰雲密佈;變暗;變模糊;變混濁
1,coat,v.,塗在
1,color,v.,著色;渲染;文飾;歪曲;影響
1,come,v.,到來
1,continue,v.,繼續
1,cook,v.,煮
1,cool,v.,使涼快;使冷卻
1,correct,v.,改正;糾正
1,cost,v.,花費
1,count,v.,計算;數
1,course,v.,(用獵犬)追獵;追逐
1,cover,v.,蓋住
1,cry,v.,哭叫
1,cup,v.,使(手掌)成杯狀;把
1,cut,v.,切割;剪
1,dance,v.,跳舞
1,darken,v.,使變暗;變黑
1,date,v.,約會
1,deal,v.,處理;對付;對待[(+with)]
1,decide,v.,決定
1,die,v.,死
1,dig,v.,挖掘
1,direct,v.,指引
1,dirty,v.,弄髒; 變髒
1,discover,v.,發現
1,dish,v.,盛
1,do,v.,做
1,down,v.,擊倒
1,draw,v.,畫;繪製;描寫
1,dream,v.,做(夢);想像
1,drink,v.,喝
1,drive,v.,開車
1,dry,v.,曬乾;風乾
1,duck,v.,躲避;迴避
1,ease,v.,減輕
1,eat,v.,吃
1,edge,v.,使鋒利;使漸進
1,end,v.,結束
1,enter,v.,輸入;進入
1,equal,v.,等於
1,even,v.,使平坦;弄平;使相等
1,examine,v.,檢查;測驗
1,except,v.,把
1,eye,v.,看;注視;審視
1,face,v.,面向;正對;正視;朝;向
1,fall,v.,掉下
1,fan,v.,扇;煽動;激起
1,farm,v.,耕作;養殖;經營農場;從事畜牧業
1,father,v.,做
1,fear,v.,畏懼
1,feed,v.,吃;餵養
1,feel,v.,感覺
1,fight,v.,打架;作戰
1,fill,v.,充滿;填充
1,find,v.,找到
1,fine,v.,使純;澄清;使精細
1,finger,v.,撥弄;指出;告密;告發
1,finish,v.,完成
1,fire,v.,"解雇,開除;點燃; 開火;射擊"
1,fish,v.,釣魚
1,floor,v.,在
1,flower,v.,"開花;發育,成熟;繁榮"
1,fly,v.,飛
1,fog,v.,以霧籠罩;使困惑;使模糊
1,follow,v.,遵循;跟隨
1,foot,v.,"支付(帳單或費用);合計為,總計"
1,force,v.,強迫
1,forget,v.,忘記
1,fork,v.,"分歧,分叉"
1,free,v.,使自由;解放;使解脫
1,front,v.,向前;在前面;面對
1,fruit,v.,結果實; 使結果實
1,garden,v.,"從事園藝,在園中種植;"
1,gas,v.,放出氣體;加油;空談;吹牛
1,get,v.,得到;拿到
1,give,v.,給
1,go,v.,去;走
1,gray,v.,使成灰色(或灰白)
1,green,v.,使成為綠色
1,grey,v.,使成灰色
1,ground,v.,"使擱淺;使停飛;依靠,根據,基於"
1,group,v.,把
1,grow,v.,種植;成長
1,guess,v.,猜
1,guest,v.,"款待,招待"
1,guide,v.,引導
1,gun,v.,用槍射擊
1,hand,v.,"面交,給,傳遞"
1,happen,v.,發生
1,hate,v.,憎恨
1,have,v.,有
1,head,v.,"率領;出發,駛往"
1,hear,v.,聽見
1,heat,v.,把
1,help,v.,幫忙
1,hit,v.,打;擊
1,hold,v.,拿著
1,hole,v.,"鑿洞於,穿孔於;進入洞中"
1,home,v.,回家;為
1,hope,v.,希望
1,house,v.,給
1,hurt,v.,傷害;使疼痛
1,inch,v.,使緩慢地移動
1,interest,v.,使發生興趣
1,iron,v.,熨燙
1,is,v.,"是,在; be 動詞第三人稱,單數,現在式"
1,join,v.,加入
1,joke,v.,開玩笑
1,jump,v.,跳躍
1,keep,v.,保留;保持
1,key,v.,鎖上;插上;為
1,kick,v.,踢
1,kid,v.,戲弄
1,kill,v.,殺
1,kiss,v.,親吻
1,knee,v.,用膝蓋碰(撞)
1,knife,v.,"(用刀)切;戮,刺"
1,know,v.,知道
1,lack,v.,缺乏
1,lamb,v.,產羔羊
1,land,v.,登陸
1,last,v.,持續
1,laugh,v.,笑
1,lay,v.,置放;產卵
1,lead,v.,引導
1,leaf,v.,匆匆翻閱; 生葉片
1,learn,v.,學習
1,leave,v.,離開;丟下
1,let,v.,讓
1,lie,v.,說謊;躺
1,lift,v.,舉起
1,light,v.,點(火);點燃;照亮
1,like,v.,喜歡
1,line,v.,排隊
1,list,v.,列成表
1,listen,v.,傾聽
1,live,v.,居住
1,long,v.,長久地;始終; 渴望
1,look,v.,看
1,love,v.,"愛好,喜歡"
1,lunch,v.,吃午餐
1,machine,v.,用機器做
1,mail,v.,寄信
1,make,v.,製造; 使得
1,man,v.,給
1,map,v.,繪製
1,market,v.,(在市場上)銷售
1,marry,v.,結婚
1,master,v.,精通
1,matter,v.,"有關係,要緊"
1,mean,v.,意指
1,meet,v.,遇見
1,middle,v.,放在中間;對摺
1,milk,v.,擠(奶);榨取;偷聽電訊
1,mind,v.,介意
1,miss,v.,想念;惦記;未達到
1,mistake,v.,"弄錯,誤解;弄錯,搞錯"
1,mother,v.,生下;產生出
1,mouth,v.,誇大地說話
1,move,v.,移動
1,name,v.,給
1,near,v.,"近,接近;幾乎,差不多"
1,neck,v.,摟著脖子親吻;變細;變狹窄
1,need,v.,需要
1,nose,v.,"探問,探著;引導;嗅,聞"
1,note,v.,注意;記下
1,notice,v.,注意到;通知
1,number,v.,"編號,總數達到,共計"
1,nurse,v.,"看護,護理;給"
1,O.K.,v.,
1,oil,v.,給
1,OK,v.,尚可;挺好;批准
1,okay,v.,"對,很好地;批准,認可"
1,open,v.,打開
1,order,v.,點菜;訂購
1,out,v.,出現;問世;顯露
1,own,v.,擁有
1,paint,v.,畫圖;油漆
1,pair,v.,"成對,配對"
1,paper,v.,"用紙包;掩蓋,粉飾"
1,park,v.,停放車輛; 放置
1,part,v.,"使分開,使分離;斷裂;告別"
1,party,v.,開派對;參加派對
1,pass,v.,及格;經過;超過;傳遞
1,pay,v.,付錢
1,pen,v.,寫;寫作;囚禁
1,pencil,v.,"草擬,起草"
1,people,v.,"使人住在,居住於"
1,pet,v.,把
1,picture,v.,"畫,拍攝;描述"
1,piece,v.,拼湊;拼合;修理;修補
1,pig,v.,生小豬;像豬一樣過活
1,place,v.,"放置,安置;任命"
1,plan,v.,計劃
1,plant,v.,栽種;播種
1,play,v.,玩
1,please,v.,請;取悅
1,pocket,v.,侵吞;擊(球)落袋;忍受
1,point,v.,瞄準;指出;強調;對準
1,police,v.,"管理,監督"
1,pool,v.,"合辦,聯營"
1,position,v.,把
1,power,v.,給
1,practice,v.,練習;訓練
1,prepare,v.,準備
1,price,v.,給
1,print,v.,印刷;用印刷體寫
1,prove,v.,"證明,證實"
1,pull,v.,拉
1,push,v.,推開
1,put,v.,放置
1,question,v.,詢問
1,quiet,v.,"使安靜;撫慰,安慰"
1,race,v.,與
1,radio,v.,用無線電傳送
1,rain,v.,下雨
1,raise,v.,舉起;提高
1,reach,v.,到;伸出
1,read,v.,閱讀
1,ready,v.,"預先,事先;使準備好"
1,reason,v.,"推論,推理"
1,receive,v.,收到
1,remember,v.,記得
1,report,v.,報告;報導
1,rest,v.,休息
1,return,v.,回;還
1,ride,v.,騎;乘
1,ring,v.,"(鐘,鈴等)鳴,響"
1,rise,v.,起身;升起
1,roll,v.,捲;滾
1,roof,v.,給
1,room,v.,居住; 為
1,root,v.,使生根;使紮根
1,rope,v.,"捆,紮,縛,綁"
1,round,v.,"變圓;發胖;兜圈子,環行"
1,row,v.,划船
1,rub,v.,磨擦
1,rule,v.,統治;裁決
1,run,v.,跑
1,sail,v.,航行
1,salt,v.,給
1,sand,v.,磨光;以沙堵塞
1,save,v.,救;省;存錢
1,saw,v.,鋸;鋸開
1,say,v.,說
1,scare,v.,"驚嚇,使恐懼"
1,school,v.,"教育,訓練"
1,seat,v.,使就座
1,see,v.,看見
1,seed,v.,"(植物)結實,結子;播種"
1,seem,v.,似乎是
1,seesaw,v.,玩蹺蹺板;上下(來回)搖動
1,sell,v.,賣
1,send,v.,寄發;送
1,sense,v.,"意識到;了解,領會"
1,sentence,v.,宣判;判決
1,serve,v.,服務
1,service,v.,"維修,保養"
1,set,v.,安放;沒入
1,shake,v.,搖動;握(手)
1,shape,v.,"使成形;塑造,製作"
1,shine,v.,照耀
1,ship,v.,"用船運;郵寄;解雇;上船,乘船"
1,shop,v.,購物
1,shoulder,v.,"肩起,挑起;擔負,承擔"
1,shout,v.,呼叫
1,show,v.,表演;顯示
1,shut,v.,關閉
1,sight,v.,"看見,發現;瞄準;察看"
1,sing,v.,唱歌
1,sit,v.,坐
1,size,v.,按一定尺寸製作;估算
1,skin,v.,植皮;癒合;脫皮
1,sleep,v.,睡覺
1,slow,v.,"使慢,放慢"
1,smell,v.,聞
1,smile,v.,微笑
1,smoke,v.,抽煙;冒煙
1,snake,v.,蛇行
1,snow,v.,下雪
1,soap,v.,用肥皂擦洗;向
1,soil,v.,弄髒
1,sound,v.,聽起來
1,sour,v.,使變酸;厭煩;變壞
1,space,v.,隔開
1,speak,v.,說;講
1,spell,v.,拼字
1,spend,v.,花費(錢或時間)
1,spoon,v.,用匙舀;舀取
1,sport,v.,"炫耀;誇示;遊戲,;開玩笑,嘲弄;突變"
1,stand,v.,站住; 堅持; 面對; 承擔
1,star,v.,主演;表現出色
1,start,v.,開始
1,state,v.,陳述
1,station,v.,"駐紮,部署,配置"
1,stay,v.,停留
1,step,v.,跨(步);踏(腳)
1,stone,v.,用石頭鋪;用磨刀石磨
1,stop,v.,停止
1,store,v.,貯存;收存;供應;蓄有
1,study,v.,學習;讀書
1,sugar,v.,加糖於;粉飾
1,sun,v.,"曬,曝; 曬太陽"
1,surprise,v.,使驚奇
1,swim,v.,游泳
1,tail,v.,"尾隨;盯梢;變少,縮小"
1,take,v.,拿;帶;採用
1,talk,v.,講話
1,taste,v.,嘗
1,teach,v.,教
1,tell,v.,告訴
1,thank,v.,感謝
1,think,v.,想
1,throw,v.,投;拋
1,ticket,v.,加標籤於;開違規罰單
1,tie,v.,綁;繫
1,time,v.,記錄
1,tire,v.,疲勞
1,tool,v.,使用工具
1,top,v.,向高處升;達到頂點;高出;超越
1,total,v.,"總計,合計"
1,touch,v.,觸摸
1,toy,v.,"玩弄,戲耍;調情,調戲"
1,train,v.,"訓練,培養;瞄準; 接受訓練,鍛鍊"
1,trip,v.,"絆,絆倒;失足,犯錯誤;旅行"
1,trouble,v.,麻煩;煩惱;費心
1,true,v.,"配準,擺正"
1,try,v.,試做
1,turn,v.,轉
1,understand,v.,了解
1,up,v.,提高;增加;舉起;突然站起
1,use,v.,利用
1,view,v.,察看;將
1,visit,v.,訪問
1,voice,v.,"(用言語)表達,說出"
1,wait,v.,等候
1,walk,v.,走路
1,wall,v.,用牆圍住
1,want,v.,想要
1,war,v.,"戰爭,打仗;鬥爭;對抗"
1,warm,v.,使暖和
1,wash,v.,洗
1,waste,v.,浪費
1,watch,v.,注意看
1,water,v.,給
1,wear,v.,"穿著, 磨損, 使力竭"
1,weather,v.,經受到;使風化;褪色;損壞
1,weekend,v.,度週末
1,weigh,v.,稱
1,welcome,v.,歡迎
1,while,v.,"消磨(時光),輕鬆地度過"
1,will,v.,"將;願,要;能;願意"
1,win,v.,贏得
1,wind,v.,"纏繞;包,裹;蜿蜒;迂迴"
1,wine,v.,喝酒
1,wish,v.,祝福
1,word,v.,用言詞表達
1,work,v.,工作; 運轉
1,worm,v.,蠕動;潛行;鑽入
1,worry,v.,擔心
1,worst,v.,"最壞地,最惡劣地;最不利地"
1,write,v.,寫
1,wrong,v.,"冤枉,委屈;無禮地對待"
1,yellow,v.,"使變黃,使發黃"
1,zero,v.,把
1,can,v.,能
1,cannot,v.,不能
1,do,v.,"構成否定句,疑問句,或強調句"
1,have,v.,已經
1,may,v.,可能
1,must,v.,必須
1,need,v.,"(用於疑問句和否定句)需要,必須"
1,shall,v.,將;應該
1,will,v.,將
1,about,adv.,在四周;在附近;大約
1,above,adv.,在上面;在上文;更高
1,across,adv.,橫過;寬;在對面;向對面
1,after,adv.,"以後,之後;在後面,隨後"
1,again,adv.,再一次
1,ago,adv.,以前
1,ahead,adv.,在前;向前;預先;事前
1,all,adv.,完全地;(比分等)雙方相等
1,almost,adv.,幾乎
1,alone,adv.,單獨地;獨自地
1,along,adv.,向前;一起;帶著;來到;去到
1,already,adv.,已經
1,also,adv.,也
1,always,adv.,總是
1,any,adv.,"(用於疑問句,否定句,if子句中)少許,稍微"
1,around,adv.,"到處,四處;周圍,附近;環繞;大約"
1,as,adv.,跟
1,away,adv.,離開
1,back,adv.,回原處
1,before,adv.,較早;以前;曾經;在前;向前
1,behind,adv.,在背後;向背後;遲;落後
1,below,adv.,在下面;到下面
1,best,adv.,最好地;最適當地;最;極
1,better,adv.,更好地;更適當地
1,between,adv.,在中間;介乎兩者之間
1,both,adv.,並;又;兩者皆
1,bright,adv.,明亮地;歡快地
1,but,adv.,"只,僅僅,才;絕對地"
1,by,adv.,經過;過去;在旁邊
1,clean,adv.,"完全地,全然地;乾淨地"
1,clear,adv.,"清晰地,明瞭地"
1,close,adv.,"接近,靠近地;緊密地,緊緊地"
1,dear,adv.,"疼愛地;高價地,昂貴地"
1,deep,adv.,"深深地;晚,遲"
1,direct,adv.,筆直地;直接地;直達地
1,down,adv.,"向下;下降;(境況)變差;減少,減弱"
1,downstairs,adv.,樓下地
1,each,adv.,各個(地);各自(地);每一個
1,early,adv.,早;提早
1,east,adv.,向東方
1,either,adv.,也
1,else,adv.,"其他,另外;否則,要不然"
1,enough,adv.,"足夠地;充分地;很,十分"
1,even,adv.,即使
1,ever,adv.,從來;曾經
1,far,adv.,遠;遙遠地;久遠地
1,fast,adv.,"快,迅速;緊緊地,牢固地;接近著"
1,fine,adv.,細微地;精巧地;很好地;妙
1,first,adv.,"先,首先;第一;首次"
1,free,adv.,免費地;無約束地;鬆開著;脫開著
1,good,adv.,(非正式) well
1,half,adv.,部分地;相當地;一半地;幾乎
1,hard,adv.,辛苦地;猛烈地;牢固地
1,here,adv.,在這裡
1,high,adv.,高;強烈地;高聲地
1,home,adv.,在家;回家;到家
1,how,adv.,如何
1,in,adv.,進;在裡頭;在家
1,inside,adv.,在裡面;往裡面
1,just,adv.,正好;剛才
1,last,adv.,最後地
1,late,adv.,"遲到,來不及;晚"
1,least,adv.,最小;最少;最不
1,left,adv.,在左邊;向左
1,less,adv.,"較小地,較少地;不如"
1,light,adv.,輕地;輕裝地
1,likely,adv.,很可能
1,little,adv.,一點點
1,long,adv.,長久地;始終
1,loud,adv.,"大聲地,響亮地"
1,low,adv.,"低,向下地;低聲地;低價地"
1,maybe,adv.,可能;也許
1,more,adv.,更多;另外;再
1,most,adv.,"最;最多;非常,很"
1,much,adv.,"非常;很;差不多,幾乎"
1,near,adv.,近地
1,never,adv.,永不
1,next,adv.,"接下去,然後;下次;第二"
1,no,adv.,不
1,nope,adv.,(否定的答話)不是;沒有;不可以
1,north,adv.,向北方
1,not,adv.,不
1,now,adv.,現在
1,O.K.,adv.,
1,off,adv.,脫下
1,often,adv.,常常
1,OK,adv.,尚可;挺好;對吧
1,okay,adv.,"對,很好地;不錯"
1,on,adv.,繼續;向前;開著;;在進行中
1,once,adv.,一次
1,only,adv.,"只,僅僅,才;不料;反而"
1,out,adv.,在外地
1,outside,adv.,外面地
1,over,adv.,"在上方;越過;過分,太;再一次"
1,past,adv.,過;經過;越過
1,perhaps,adv.,或許;可能
1,pretty,adv.,十分地
1,quick,adv.,"快,迅速地"
1,quite,adv.,完全地;相當
1,right,adv.,向右地;馬上
1,round,adv.,"環繞地;循環地;在附近;逐一,挨次"
1,same,adv.,同樣地
1,second,adv.,"居第二位;第二,其次"
1,sharp,adv.,整(指時刻);銳利地;機警地
1,since,adv.,"此後;之前,以前"
1,slow,adv.,慢慢地;遲遲地;慢了地
1,small,adv.,"小聲地;小小地,細小地"
1,so,adv.,這麼;也如此
1,sometimes,adv.,有時候
1,soon,adv.,即刻;不久
1,south,adv.,向南方
1,still,adv.,仍然
1,super,adv.,很;極
1,sure,adv.,的確;一定;當然
1,that,adv.,"那樣,那麼"
1,then,adv.,當時;之後;那麼
1,there,adv.,在那裡
1,third,adv.,第三名
1,this,adv.,"這麼,這樣地"
1,though,adv.,"(一般放在句尾)然而,還是"
1,thus,adv.,"如此,這樣"
1,today,adv.,今天
1,together,adv.,一同
1,tomorrow,adv.,明天
1,tonight,adv.,今夜;今晚
1,too,adv.,也是;過於
1,true,adv.,準確地;真實地
1,twice,adv.,兩次
1,under,adv.,"在下面,在下方;從屬地"
1,up,adv.,向上
1,upstairs,adv.,樓上地
1,very,adv.,很;非常
1,well,adv.,很好地;充分地
1,west,adv.,向西方
1,when,adv.,何時
1,where,adv.,在哪兒
1,why,adv.,為什麼
1,wide,adv.,張得(或開得)很大地;充分地
1,worse,adv.,"更壞,更糟,更厲害地"
1,worst,adv.,"最壞地,最惡劣地;最不利地"
1,wrong,adv.,"錯誤地;邪惡地,不正當地"
1,yeah,adv.,是
1,yes,adv.,是
1,yesterday,adv.,昨天
1,yet,adv.,尚未;但是
1,about,prep.,大約;關於
1,above,prep.,在…之上
1,according to,prep.,根據;按照
1,across,prep.,橫越;穿過
1,after,prep.,在…之後
1,against,prep.,反對
1,along,prep.,沿著
1,among,prep.,在
1,around,prep.,差不多;環繞
1,as,prep.,以…的身份；作為
1,at,prep.,在
1,before,prep.,在…之前
1,behind,prep.,在…後面
1,below,prep.,在…之下
1,beside,prep.,在
1,between,prep.,在…和…之間
1,but,prep.,除
1,by,prep.,經由
1,down,prep.,向下
1,during,prep.,在…期間
1,except,prep.,除…之外
1,excepting,prep.,除
1,for,prep.,為…做的;給
1,from,prep.,從
1,in,prep.,在…之內
1,inside,prep.,在…裡面
1,into,prep.,進入
1,less,prep.,減去;扣除;差
1,like,prep.,像;如
1,near,prep.,接近
1,of,prep.,…的，屬於
1,off,prep.,離去
1,on,prep.,在…上面
1,out,prep.,通過
1,outside,prep.,在外
1,over,prep.,在…之上
1,past,prep.,走過
1,round,prep.,"圍繞,環繞;在"
1,since,prep.,由於;自從
1,than,prep.,比; 超過
1,till,prep.,直到
1,to,prep.,到;向
1,toward,prep.,向;對
1,towards,prep.,"向,朝;面對;將近;大約"
1,under,prep.,在…下面
1,until,prep.,直到
1,up,prep.,向
1,with,prep.,跟
1,after,conj.,在
1,and,conj.,和；及；而；就
1,as,conj.,依照;當
1,because,conj.,因為
1,before,conj.,在
1,but,conj.,但是
1,either,conj.,或者(和or連用)
1,for,conj.,"因為,由於"
1,if,conj.,如果
